campaign_id,keyword_text,impressions,clicks,order,sales,cpc_fee,costs,conversion,ctr,category_name,listing_id,price,star,review_num,quantity,rank_keyword_text,discount,fetch_time
137797,wifi,7413,44,9,59.96,1.8,79.01,0.6942862061638833,0.0059,Gigabit wifi Adapter,19755052,59.96,3,6,102,60.0,0.8212960820855293,2021-11-16
820992,Adapter,26062,99,19,134.91,0.99,98.03,0.532553201098128,0.0037,Adapter target test,6456262,134.91,1,6,16,135.0,0.5159968624016305,2021-11-15
990944,WiFi,1781,7,5,29.98,2.05,14.37,0.38592424024827665,0.0039,IPV62,87110874,29.98,3,6,76,30.0,0.6197164422459687,2021-11-15
260917,600M网卡精准词广告5,1033,8,3,14.99,1.73,13.86,0.19456995139125016,0.0077,600m router,571406384,14.99,2,6,80,15.0,0.6272823684555503,2021-11-15
189311,600兆网卡-精准,3112,47,13,89.94,1.5,70.73,0.7700949070396922,0.0151,700m router,21503169,89.94,1,6,68,90.0,0.5784654034897108,2021-11-15
148428,WiFi,1402,4,3,18.89,2.06,8.22,0.05101779323646934,0.0028,Gigabit网卡,451214866,18.89,3,6,96,19.0,0.895036180197581,2021-11-15
137797,wifi,4010,54,7,48.87,1.51,81.43,0.13541657041912394,0.0134,百兆网卡,19755052,48.87,2,6,44,49.0,0.5498216623600143,2021-11-15
820992,Adapter,22091,100,11,74.95,1.0,100.35,0.049523028526751584,0.0045,Gigabit wifi Adapter,6456262,74.95,2,6,78,75.0,0.6162990921163873,2021-11-14
990944,WiFi,1803,13,9,59.96,1.85,24.01,0.271482334326075,0.0072,Adapter target test,87110874,59.96,3,6,60,60.0,0.7241737511102999,2021-11-14
260917,600M网卡精准词广告5,864,11,7,44.97,1.94,21.36,0.3070203174935743,0.0127,logo Adapter,571406384,44.97,3,6,52,45.0,0.6578228551450639,2021-11-14
189311,600兆网卡-精准,4274,36,7,44.97,1.67,60.12,0.8650880874645139,0.0084,百兆路由器,21503169,44.97,2,6,68,45.0,0.7171100608148332,2021-11-14
826276,Mini,5362,16,7,44.97,1.19,19.11,0.7351511027848723,0.0029,auto-dual adapter,44780476,44.97,2,6,9,45.0,0.7548956708330767,2021-11-14
137797,wifi,3447,48,7,44.97,1.61,77.45,0.5815792060783554,0.0139,dual router 2 ,19755052,44.97,1,6,69,45.0,0.6987968285025271,2021-11-14
820992,Adapter,22998,95,11,74.95,1.03,98.25,0.6745562384537926,0.0041,Adapter target,6456262,74.95,3,6,60,75.0,0.5124489360348288,2021-11-13
216054,WiF,1360,2,3,36.99,0.84,1.68,0.5308490731035489,0.0014,logo Adapter,859621082,36.99,2,6,40,37.0,0.538689676072575,2021-11-13
990944,WiFi,1039,9,5,29.98,1.77,15.94,0.765987345057467,0.0086,IPV6 网络,87110874,29.98,1,6,71,30.0,0.6134288882731306,2021-11-13
260917,600M网卡精准词广告5,974,9,3,14.99,1.89,17.01,0.5924297037120456,0.0092,WIFI,571406384,14.99,2,6,7,15.0,0.5956951225378171,2021-11-13
189311,600兆网卡-精准,937,21,3,14.99,1.92,40.33,0.4113821973699674,0.0224,wifi Adapter,21503169,14.99,1,6,66,15.0,0.896505007830183,2021-11-13
826276,Mini,3681,9,5,29.98,1.3,11.72,0.22591096498732458,0.0024,Adapter target,44780476,29.98,1,6,62,30.0,0.5856519880380125,2021-11-13
148428,WiFi,1114,6,3,18.89,1.74,10.41,0.2801374706420362,0.0053,dual router 2 ,451214866,18.89,4,6,93,19.0,0.5601825049910482,2021-11-13
137797,wifi,3775,43,11,74.95,1.58,67.97,0.3705575714984222,0.0113,dual router,19755052,74.95,3,6,11,75.0,0.5639020164685975,2021-11-13
820992,Adapter,23126,75,17,119.92,0.96,71.83,0.5727298310937997,0.0032,800m router,6456262,119.92,3,6,38,120.0,0.7837661735838556,2021-11-12
990944,WiFi,1686,17,13,89.94,2.1,35.77,0.614189908140608,0.01,IPV62,87110874,89.94,3,6,51,90.0,0.8304087243576583,2021-11-12
189311,600兆网卡-精准,1630,24,5,29.98,1.66,39.73,0.46133265575030913,0.0147,Adapter target,21503169,29.98,3,6,23,30.0,0.7850301849321233,2021-11-12
826276,Mini,5118,15,11,74.95,1.34,20.1,0.1367018941891168,0.0029,dual router,44780476,74.95,4,6,56,75.0,0.8185543789521201,2021-11-12
137797,wifi,2363,36,5,29.98,1.81,65.29,0.20575055385693594,0.0152,wifi Adapter,19755052,29.98,3,6,54,30.0,0.7684910482326907,2021-11-12
820992,600M网卡ASIN&类目投放,6354,35,17,119.92,0.94,32.74,0.6699752439072971,0.0055,dual router,6456262,119.92,3,6,38,120.0,0.8893151954715783,2021-12-03
125902,wifi,4539,8,3,18.98,0.88,7.01,0.4394465206444145,0.0017,百兆路由器,150661745,18.98,3,6,54,19.0,0.8913986115263737,2021-12-03
120492,600M网卡精准1组,1194,2,3,14.99,1.1,2.2,0.01322350989531454,0.0016,auto Adapter target,753666092,14.99,2,6,85,15.0,0.6931415816432798,2021-12-03
260917,600M网卡精准2组,213,3,3,14.99,2.01,6.02,0.18471573162600213,0.014,logo Adapter,571406384,14.99,2,6,77,15.0,0.7746399264793582,2021-12-03
189311,600M网卡精准3组,1641,21,7,44.97,1.12,23.5,0.06891086090859799,0.0127,Adapter target,21503169,44.97,1,6,6,45.0,0.8036117942096965,2021-12-03
826276,600M网卡手动2组,3462,19,5,29.98,1.4,26.69,0.6301297961183178,0.0054,auto-dual 300m adapter,44780476,29.98,2,6,11,30.0,0.6780191841951206,2021-12-03
137797,600M网卡手动1组,3507,33,7,44.97,1.24,40.96,0.733098723743677,0.0094,IPV62,19755052,44.97,3,6,79,45.0,0.6100077908178174,2021-12-03
596593,wifi,2602,10,3,21.99,2.09,20.85,0.31540953959936924,0.0038,600m router,41616189,21.99,3,6,15,22.0,0.5597648908664998,2021-12-03
263512,B086ZM5171-自动,252,7,3,17.99,0.78,5.47,0.6171475365047046,0.0277,Adapter2,928840172,17.99,2,6,40,18.0,0.819340279884663,2021-12-03
820992,Adapter,6859,43,7,44.97,1.0,42.98,0.7976429471690916,0.0062,dual router,6456262,44.97,4,6,78,45.0,0.7046722253592398,2021-11-30
216054,WiF,9872,15,3,36.99,1.51,22.72,0.22619604800812462,0.0015,测试路由器,859621082,36.99,2,6,75,37.0,0.8377150222634977,2021-11-30
990944,WiFi,1113,9,5,29.98,1.22,10.94,0.19144031122511382,0.008,600m router,87110874,29.98,1,6,86,30.0,0.8654312730977575,2021-11-30
260917,600M网卡精准词广告5,447,9,5,29.98,1.87,16.79,0.6786293604095993,0.0201,auto router,571406384,29.98,4,6,60,30.0,0.8560350735875526,2021-11-30
189311,600兆网卡-精准,2951,22,9,59.96,1.26,27.8,0.019288680135929496,0.0074,auto-dual 500m adapter,21503169,59.96,2,6,47,60.0,0.5611602527120565,2021-11-30
826276,Mini,11814,30,7,44.97,1.64,49.16,0.4117331618970254,0.0025,wifi Adapter,44780476,44.97,1,6,65,45.0,0.8585188785756632,2021-11-30
137797,wifi,6021,30,5,29.98,1.22,36.64,0.01647093435804718,0.0049,wifi Adapter,19755052,29.98,4,6,14,30.0,0.8922124177287399,2021-11-30
820992,Adapter,6685,46,5,29.98,0.93,42.72,0.39165109685077093,0.0068,Adapter2,6456262,29.98,2,6,54,30.0,0.5204060861568609,2021-12-02
820992,Adapter,6872,62,5,29.98,0.85,52.49,0.02519235387700761,0.009,网卡,6456262,29.98,3,6,12,30.0,0.743935717000054,2021-12-01
125902,wifi,4597,6,3,14.99,0.82,4.94,0.4948440635234942,0.0013,router2,150661745,14.99,2,6,30,15.0,0.7172392429611443,2021-12-01
120492,600M网卡精准计划,1910,5,3,14.99,0.96,4.81,0.1927825223020343,0.0026,Adapter target contorl,753666092,14.99,2,6,81,15.0,0.7976685522725286,2021-12-01
120492,600M网卡精准计划,1148,5,3,14.99,0.89,4.47,0.17339159456241904,0.0043,600m router,753666092,14.99,1,6,23,15.0,0.6733167336994826,2021-12-02
260917,600M网卡精准词广告5,252,5,5,29.98,2.01,10.06,0.22369773080498986,0.0198,测试路由器,571406384,29.98,1,6,15,30.0,0.7991028289508935,2021-12-01
189311,600兆网卡-精准,2788,28,5,29.98,1.28,35.72,0.40552313723114985,0.01,wifi Adapter,21503169,29.98,3,6,11,30.0,0.691116026668306,2021-12-01
817061,1200/1900,5257,10,3,21.99,1.06,10.59,0.5962015758062941,0.0019,dual router 2 ,81138388,21.99,3,6,88,22.0,0.8889165458195916,2021-12-01
189311,600兆网卡-精准,1965,30,5,29.98,1.13,34.04,0.5252207111044086,0.0152,wifi Adapter,21503169,29.98,3,6,13,30.0,0.5255900051535518,2021-12-02
817061,1200/1900,2444,10,7,56.94,1.0,9.98,0.3571609580155556,0.004,Adapter target,81138388,56.94,3,6,43,57.0,0.7667188837336408,2021-12-02
596593,wifi,1246,5,5,43.98,2.39,11.93,0.3880931295999225,0.004,IPV6 网络,41616189,43.98,3,6,14,44.0,0.7429777253374524,2021-12-01
596593,wifi,610,6,3,18.98,1.57,9.42,0.7262233727742741,0.0098,Gigabit Adapter,41616189,18.98,3,6,87,19.0,0.8786382600863485,2021-12-02
495064,3000兆网卡-自动,821,7,3,42.19,1.09,7.6,0.5454822779626345,0.0085,auto-dual adapter,78708668,42.19,2,6,38,42.0,0.871196966020447,2021-12-02
820992,Adapter,12053,89,3,14.99,1.11,98.85,0.822793356390974,0.0073,wifi Adapter,6456262,14.99,2,6,53,15.0,0.8411099428838127,2021-11-29
990944,WiFi,1124,10,5,29.98,1.48,14.78,0.6013676334853637,0.0088,上网卡,87110874,29.98,3,6,55,30.0,0.8387539925751768,2021-11-29
120492,600M网卡精准计划,4202,9,3,14.99,1.04,9.36,0.42314175395685716,0.0021,上网卡,753666092,14.99,4,6,16,15.0,0.639868882070617,2021-11-29
260917,600M网卡精准词广告5,2407,11,5,29.98,1.57,17.3,0.22638310051757704,0.0045,Adapter target,571406384,29.98,2,6,21,30.0,0.5914172493160241,2021-11-29
189311,600兆网卡-精准,7287,48,15,104.93,1.15,55.11,0.2779021896105158,0.0065,百兆路由器,21503169,104.93,1,6,47,105.0,0.5939973423318319,2021-11-29
826276,Mini,6450,18,9,59.96,1.3,23.46,0.23906399586483362,0.0027,router,44780476,59.96,1,6,87,60.0,0.8939988667742383,2021-11-29
148428,WiFi,353,1,3,13.99,2.16,2.16,0.34952611585279353,0.0028,auto-dual adapter,451214866,13.99,3,6,79,14.0,0.5722486984074469,2021-11-29
163024,Bluetooth,105,6,5,45.06,1.38,8.25,0.6149037121373621,0.0571,wifi Adapter,667543292,45.06,3,6,39,45.0,0.5141036714287496,2021-11-29
137797,wifi,3590,46,7,44.97,1.26,57.98,0.8814315721326668,0.0128,WIFI,19755052,44.97,3,6,9,45.0,0.7052493324789515,2021-11-29
820992,Adapter,10919,61,13,89.94,1.13,68.94,0.48866863439904795,0.0055,模拟路由器,6456262,89.94,4,6,90,90.0,0.8014096007291573,2021-11-28
125902,wifi,132,6,3,14.69,1.31,7.86,0.5933808025475328,0.0454,Adapter,150661745,14.69,3,6,10,15.0,0.5323734168986699,2021-11-28
189311,600兆网卡-精准,6710,60,23,164.89,1.33,79.89,0.8117450873778479,0.0089,dual router 3,21503169,164.89,3,6,27,165.0,0.8279408830351094,2021-11-28
826276,Mini,5719,21,11,74.95,1.54,32.42,0.6458142935519404,0.0036,dual router,44780476,74.95,4,6,15,75.0,0.8877232024633039,2021-11-28
137797,wifi,3488,48,13,89.94,1.21,57.84,0.7114649720977435,0.0137,IPV4,19755052,89.94,2,6,50,90.0,0.8633236021759583,2021-11-28
820992,Adapter,9737,40,11,74.95,0.99,39.49,0.7549014760035327,0.0041,auto-dual wifi,6456262,74.95,4,6,96,75.0,0.8493570968399913,2021-11-27
990944,WiFi,1676,3,3,14.99,1.58,4.74,0.2563353239526764,0.0017,Gigabit wifi Adapter,87110874,14.99,4,6,39,15.0,0.7168069374573175,2021-11-27
260917,600M网卡精准词广告5,773,11,3,14.99,1.86,20.42,0.1997604332192256,0.0142,Adapter,571406384,14.99,4,6,19,15.0,0.6578018486858209,2021-11-27
189311,600兆网卡-精准,4401,33,11,73.95,1.21,39.88,0.6810704928259774,0.0074,auto-dual adapter,21503169,73.95,1,6,47,74.0,0.6277954199757128,2021-11-27
826276,Mini,3728,23,5,29.98,1.37,31.43,0.5016588719651592,0.0061,Gigabit WIFI,44780476,29.98,1,6,19,30.0,0.8192625558579494,2021-11-27
137797,wifi,4540,82,17,119.92,1.41,115.82,0.2821877758021794,0.018,测试路由器,19755052,119.92,2,6,65,120.0,0.7741685861038876,2021-11-27
820992,Adapter,10862,59,17,119.92,0.98,57.68,0.8587341687879353,0.0054,auto-dual 300m adapter,6456262,119.92,2,6,72,120.0,0.7399377190046438,2021-11-26
216054,WiF,21039,21,7,110.97,1.18,24.73,0.7816286591783806,0.0009,auto Adapter target,859621082,110.97,4,6,9,111.0,0.8962339909785263,2021-11-26
990944,WiFi,2070,12,7,44.97,1.58,19.0,0.02056787960866492,0.0057,900m router,87110874,44.97,4,6,70,45.0,0.8478623630012516,2021-11-26
120492,600M网卡精准计划,3588,8,3,14.99,1.03,8.25,0.4610640366856109,0.0022,router2,753666092,14.99,4,6,86,15.0,0.7359594475401307,2021-11-26
189311,600兆网卡-精准,5312,31,7,44.97,1.43,44.22,0.7873466257871892,0.0058,dual router 3,21503169,44.97,2,6,31,45.0,0.5225330978682248,2021-11-26
826276,Mini,6088,24,7,44.97,1.55,37.14,0.6493074694592993,0.0039,router2,44780476,44.97,1,6,101,45.0,0.6124362542147783,2021-11-26
163024,Bluetooth,1191,22,3,22.99,1.21,26.59,0.6152969482215692,0.0184,Adapter,667543292,22.99,4,6,29,23.0,0.8838053699827899,2021-11-26
137797,wifi,11266,150,25,179.88,1.52,228.69,0.8484421234119713,0.0133,Gigabit router Adapter,19755052,179.88,3,6,78,180.0,0.743641893333167,2021-11-26
539314,1200/1900,702,7,5,56.04,1.74,12.16,0.603658225628283,0.0099,Gigabit WIFI,41245804,56.04,2,4,37,56.0,0.890819783066552,2021-12-10
245866,3000兆网卡-自动,2015,6,3,58.4,1.55,9.27,0.243305720801649,0.0029,网卡,71951421,58.4,2,4,51,58.0,0.5723347590315361,2021-12-05
820992,600M网卡ASIN&类目投放,7515,35,13,89.94,1.09,37.98,0.7462570430187042,0.0046,dual router,6456262,89.94,2,6,60,90.0,0.5010725958507434,2021-12-10
131868,600M网卡手动3组,5342,9,3,14.99,1.21,10.88,0.6325448073631159,0.0016,WIFI contorl,804864679,14.99,2,6,6,15.0,0.7402516554623677,2021-12-10
120492,600M网卡精准1组,1666,6,7,44.97,1.19,7.12,0.8052863595320277,0.0036,网卡,753666092,44.97,3,6,80,45.0,0.8674097394063587,2021-12-10
260917,600M网卡精准2组,1531,7,3,14.99,1.58,11.07,0.1373798046297668,0.0045,IPV42,571406384,14.99,3,6,36,15.0,0.508240651035342,2021-12-10
189311,600M网卡精准3组,5827,39,9,59.96,1.21,47.01,0.38338629085559667,0.0066,多网卡,21503169,59.96,4,6,39,60.0,0.6243036673042646,2021-12-10
826276,600M网卡手动2组,2728,18,5,29.98,1.5,26.95,0.8527176824936409,0.0065,IPV6,44780476,29.98,1,6,101,30.0,0.6352997551363736,2021-12-10
130107,WiFi,17907,38,5,29.98,0.53,20.2,0.33279181548463954,0.0021,router,774951770,29.98,3,6,102,30.0,0.7423906123858552,2021-12-10
137797,600M网卡手动1组,8407,43,7,44.97,1.21,52.24,0.8572910200502007,0.0051,百兆网卡,19755052,44.97,2,6,12,45.0,0.5912062101466764,2021-12-10
495064,3000兆网卡-自动,4373,7,3,42.19,1.18,8.26,0.5161663976851112,0.0016,IPV6,78708668,42.19,3,6,36,42.0,0.5537877499150704,2021-12-10
820992,600M网卡ASIN&类目投放,4956,33,11,74.95,1.07,35.24,0.25103815644713867,0.0066,网卡,6456262,74.95,1,6,101,75.0,0.7253322552460866,2021-12-11
131868,600M网卡手动3组,7479,19,3,14.99,1.5,28.46,0.391543891839535,0.0025,Gigabit WIFI,804864679,14.99,1,6,11,15.0,0.546794949476231,2021-12-11
189311,600M网卡精准3组,8761,33,3,14.99,1.1,36.42,0.6232130411808035,0.0037,Adapter target contorl,21503169,14.99,3,6,96,15.0,0.5525342741027442,2021-12-11
817061,1200/1900,7292,18,3,34.96,1.04,18.75,0.1803337597119704,0.0024,Gigabit网卡,81138388,34.96,4,6,9,35.0,0.5164732209122301,2021-12-11
130107,WiFi,4206,38,5,29.98,0.53,20.27,0.381104362567788,0.009,auto-dual 300m adapter,774951770,29.98,4,6,57,30.0,0.8327914167590791,2021-12-11
820992,600M网卡ASIN&类目投放,5188,57,11,76.95,1.04,59.4,0.6854822903616198,0.0109,测试路由器,6456262,76.95,3,6,24,77.0,0.7402330711917409,2021-12-12
137797,600M网卡手动1组,1790,42,7,44.97,1.24,52.04,0.5664116949189472,0.0234,auto-dual adapter,19755052,44.97,2,6,50,45.0,0.7854741091489637,2021-12-11
850799,wifi,3937,16,3,14.99,1.45,23.24,0.3250501599435757,0.004,router2,48223009,14.99,3,6,43,15.0,0.8384268554368339,2021-12-12
120492,600M网卡精准1组,2606,11,3,14.99,1.9,20.87,0.5010223378102796,0.0042,dual router2,753666092,14.99,2,6,89,15.0,0.6269641479004676,2021-12-12
189311,600M网卡精准3组,13154,28,5,30.98,1.32,36.86,0.249891750127102,0.0021,auto Adapter target,21503169,30.98,2,6,69,31.0,0.7641320464326482,2021-12-12
817061,1200/1900,9990,19,3,34.96,1.04,19.82,0.0693485126682483,0.0019,Adapter target test,81138388,34.96,2,6,32,35.0,0.6731901093063571,2021-12-12
826276,600M网卡手动2组,3486,14,7,44.97,1.49,20.83,0.48115326891123755,0.004,auto router,44780476,44.97,4,6,73,45.0,0.545071631573648,2021-12-12
130107,WiFi,7218,38,3,14.99,0.53,19.97,0.6026945005005144,0.0052,auto-dual adapter,774951770,14.99,3,6,79,15.0,0.5474990033235656,2021-12-12
137797,600M网卡手动1组,1899,25,5,29.98,1.28,32.1,0.7024814073891652,0.0131,Adapter target fast,19755052,29.98,2,6,2,30.0,0.6940247492653198,2021-12-12
820992,600M网卡ASIN&类目投放,5988,45,11,74.95,0.95,42.75,0.44359453046540553,0.0075,Adapter,6456262,74.95,2,6,69,75.0,0.6629526261585168,2021-12-09
125902,wifi,10475,5,5,32.98,1.05,5.26,0.6076595151061797,0.0004,Adapter target,150661745,32.98,1,6,88,33.0,0.7837864695934428,2021-12-09
189311,600M网卡精准3组,2849,13,7,44.97,1.08,14.02,0.8982734591139835,0.0045,Adapter target,21503169,44.97,4,6,28,45.0,0.6388715323622721,2021-12-09
817061,1200/1900,7552,21,3,34.96,0.92,19.23,0.30870030345086913,0.0027,Gigabit router Adapter,81138388,34.96,4,6,56,35.0,0.5329420940764991,2021-12-09
826276,600M网卡手动2组,2740,16,7,44.97,1.38,22.12,0.2984953093155345,0.0058,Adapter2,44780476,44.97,1,6,43,45.0,0.5345875952531716,2021-12-09
137797,600M网卡手动1组,4876,23,7,44.97,1.07,24.53,0.5477795883025055,0.0047,auto-dual wifi,19755052,44.97,3,6,56,45.0,0.5723123029829889,2021-12-09
495064,3000兆网卡-自动,8414,6,3,42.19,1.38,8.28,0.37949735025959547,0.0007,Gigabit网卡,78708668,42.19,3,6,35,42.0,0.763511078067189,2021-12-09
820992,600M网卡ASIN&类目投放,5584,36,3,14.99,0.94,33.77,0.2819794210676825,0.0064,600m router,6456262,14.99,3,6,101,15.0,0.5638697145875963,2021-12-08
120492,600M网卡精准1组,522,6,3,14.99,1.15,6.9,0.3408825573251964,0.0114,WIFI contorl,753666092,14.99,3,6,91,15.0,0.8862757629778885,2021-12-08
189311,600M网卡精准3组,2695,39,3,14.99,1.13,44.1,0.2292134097452303,0.0144,router,21503169,14.99,2,6,36,15.0,0.7224189532740024,2021-12-08
817061,1200/1900,10840,18,5,69.92,1.03,18.56,0.24490556995611584,0.0016,logo Adapter,81138388,69.92,1,6,36,70.0,0.687351195812591,2021-12-08
826276,600M网卡手动2组,3574,20,5,29.98,1.22,24.49,0.616696168662697,0.0055,600m router,44780476,29.98,4,6,81,30.0,0.8857221001119023,2021-12-08
137797,600M网卡手动1组,4901,40,7,44.97,1.31,52.43,0.39675380782764674,0.0081,auto Adapter target,19755052,44.97,4,6,39,45.0,0.5420572978737758,2021-12-08
495064,3000兆网卡-自动,4997,7,3,42.19,1.09,7.64,0.6332428903912297,0.0014,Adapter target,78708668,42.19,2,6,88,42.0,0.6942346946206106,2021-12-08
820992,600M网卡ASIN&类目投放,6434,51,3,14.99,0.98,50.02,0.7866190757318531,0.0079,IPV6 ipv4,6456262,14.99,4,6,89,15.0,0.6749280866683578,2021-12-07
990944,WiFi,1296,4,3,14.99,1.4,5.58,0.5431017588367432,0.003,auto-dual adapter,87110874,14.99,3,6,35,15.0,0.8138394649976275,2021-12-07
120492,600M网卡精准1组,389,2,3,14.99,1.59,3.17,0.6877311694624384,0.0051,600m router,753666092,14.99,4,6,80,15.0,0.8055207866782073,2021-12-07
189311,600M网卡精准3组,2647,31,5,29.98,1.16,36.04,0.16960701072981946,0.0117,IPV6 ipv4,21503169,29.98,4,6,92,30.0,0.5448109349888599,2021-12-07
817061,1200/1900,4196,17,13,209.76,1.1,18.73,0.4766362306103203,0.004,百兆网卡,81138388,209.76,2,6,49,210.0,0.8610054011009434,2021-12-07
826276,600M网卡手动2组,2838,23,3,14.99,1.49,34.38,0.828787998618427,0.0081,600m router,44780476,14.99,3,6,13,15.0,0.5166435692195818,2021-12-07
137797,600M网卡手动1组,4587,34,7,44.97,1.2,40.79,0.3284370361526766,0.0074,Adapter target test,19755052,44.97,3,6,64,45.0,0.8681834339561523,2021-12-07
495064,3000兆网卡-自动,10331,8,3,42.19,1.1,8.82,0.3750035071543798,0.0007,Adapter,78708668,42.19,2,6,75,42.0,0.5163827526815234,2021-12-07
820992,600M网卡ASIN&类目投放,6680,55,15,104.93,0.91,50.17,0.3045162320084898,0.0082,多网卡,6456262,104.93,3,6,53,105.0,0.7390558104958627,2021-12-06
990944,WiFi,805,6,3,14.99,1.32,7.9,0.22105489206783838,0.0074,logo Adapter,87110874,14.99,2,6,91,15.0,0.6006319164430919,2021-12-06
260917,600M网卡精准2组,805,3,3,14.99,1.27,3.82,0.09361395211639305,0.0037,wifi Adapter,571406384,14.99,4,6,47,15.0,0.8785116497000511,2021-12-06
189311,600M网卡精准3组,3317,31,7,44.97,1.17,36.14,0.08279925187182949,0.0093,Adapter target test,21503169,44.97,3,6,42,45.0,0.5008363719215695,2021-12-06
826276,600M网卡手动2组,3924,18,5,29.98,1.27,22.94,0.7556557551263281,0.0045,router2,44780476,29.98,4,6,29,30.0,0.7425583186076701,2021-12-06
137797,600M网卡手动1组,4846,36,5,29.98,1.23,44.19,0.5142320491494188,0.0074,wifi Adapter,19755052,29.98,2,6,65,30.0,0.5308859936996259,2021-12-06
820992,600M网卡ASIN&类目投放,5743,57,13,89.94,0.87,49.66,0.7304809181593253,0.0099,wifi Adapter,6456262,89.94,1,6,96,90.0,0.7170385768545164,2021-12-04
120492,600M网卡精准1组,887,5,3,14.99,1.61,8.05,0.5090231316971521,0.0056,网卡,753666092,14.99,3,6,43,15.0,0.7298107144652367,2021-12-04
260917,600M网卡精准2组,321,7,3,14.99,1.6,11.22,0.14653951314281363,0.0218,auto-dual adapter,571406384,14.99,4,6,28,15.0,0.5970402588406452,2021-12-04
189311,600M网卡精准3组,2216,22,7,44.97,1.29,28.37,0.33972224826430825,0.0099,IPV62,21503169,44.97,3,6,47,45.0,0.6009811538890423,2021-12-04
